楼层,时间,点赞数,uid,用户名,性别,评论内容
,2023-04-06 20:07:55,11,18202105,绵羊料理,女,"哇噢~~",
,2023-04-06 20:22:37,10,291699347,当然是野哥啦,保密,"左下角怎么回事哈哈哈哈感觉发霉了",
,2023-04-06 20:25:15,8,397297792,丨小闹钟丶,保密,"回复 @当然是野哥啦 :上面撒的芝士，烤过头，有点发黑[笑哭]",
,2023-04-06 22:11:15,0,2083904662,自由三十三,男,"回复 @当然是野哥啦 :里边有韭菜馅",
,2023-04-06 22:14:07,0,24581768,D-K靓坤,男,"蛋浆太老了",
,2023-04-06 22:16:47,1,578098608,克莱曼AJ,保密,"有点像把炒鸡蛋放进蛋挞皮里烤了一下[doge]",
,2023-04-07 13:27:48,0,386869867,icy_pz,男,"回复 @当然是野哥啦 :错，那是在竖中指",
0,2023-04-08 18:31:11,3,597812007,bili_45995570336,保密,"绵羊的鹰逃小嘴小下巴",
0,2023-04-06 18:34:08,35,2343092,采蘑菇的小姑娘ヽ,女,"《超大蛋挞》需要准备的食材
【酥皮】面粉 600g、水 300ml、黄油100g、盐5g、黄油400g(内芯)
【蛋挞奶油】牛奶500g、香草荚2根、蛋黄...",
0,2023-04-06 23:18:06,104,245795854,叫-_-啥好呢,保密,"不知道绵羊是不是经常跑步，如果是偶尔运动，消耗的能量大部分都是蛋白质、糖等产生的热量，脂肪燃烧占比较少；如果经常的话那就没问题了，就消耗的大部分是脂肪。不过时间要四十分钟以上，心率也要达到（具体多少忘记了）适当也要变换运动强度，因为身体适应了一个强度后，所带来的消耗就会大大降低。勿喷声明：（[酸了]只是大概这个意思，太精细的我也不懂[酸了]。有不对的可以交流交流。[生气]如果要喷那就免了，就当没看见吧[生气]。）",
,2023-04-06 23:21:24,3,526481234,是小艺同志呀,女,"经常运动消耗的大部分是脂肪，这是什么原理呀？[笑哭][笑哭]",
,2023-04-06 23:28:56,15,245795854,叫-_-啥好呢,保密,"回复 @是小艺同志呀 :如果你很少运动，和长跑运动员，一样的跑三千米，你的身体不会很好的调动脂肪产生能量，更多的是蛋白质等，经常运动的长跑运动员身体可以更好的刚快的调动。身体的一个适应吧应该。（具体为啥我也不知道，只是上课老师讲的，我没怎么听课，不过我说的都是我认真听到的）",
,2023-04-07 16:22:53,9,397153242,逐火人间,男,"回复 @是小艺同志呀 :你可以简单的理解为：在低氧情况下身体消耗物质释放能量的顺序为碳水，蛋白质，脂肪。合理的运动给身体的负担不会很大，也就是所谓的有氧运动，这样身体有足够的时间来调动体内的脂肪释放能量。而剧烈运动时需要在短时间内产生大量能量，身体来不及调动脂肪，便让蛋白质先顶上了。
没经过训练的人直接去跑全程马拉松，意志能不能得到提升不知道，但是很有可能出现肌肉溶解的情况。脂肪从生理学意义上来讲算是动物保命用的东西，所以一般情况是最后消耗的[脱单doge]",
,2023-04-07 22:20:36,2,542933,没有人比我更懂成精,保密,"回复 @逐火人间 :最先耗的是糖原，可以直接分解成葡萄糖供能，人体结构的蛋白质分解优先级肯定在最后，你说的肌肉溶解是因为锻炼过度肌肉受伤引起的，不是为了分解供能",
,2023-04-07 23:13:59,1,397153242,逐火人间,男,"回复 @没有人比我更懂成精 :是的，肌肉溶解这点确实是我说错了",
0,2023-04-06 18:46:11,117,456338286,长风破浪的书生,男,"蛋挞[打call][打call][打call]
【美食展示】 04:59  05:02  05:06  05:08  05:10  05:17 
【品尝环节】 05:24  06:06 
【蛋挞配方】 06:18",
,2023-04-06 21:00:02,2,1822385084,荒野乱斗坦克师,保密,"谢谢你，课代表",
0,2023-04-07 13:46:35,10,56855170,异乡人-Emil,男,"所有美食翻车视频都告诉我们为什么当初我们要把原子弹配方研究透了才能开始建造，而不是一味地照猫画虎[脱单doge][脱单doge][脱单doge]",
0,2023-04-08 09:36:27,3,3461581799164874,---苦力不怕---,男,"我发布了一篇笔记，快来看看吧~",
0,2023-04-06 17:37:24,391,336436305,东楼昨夜有小风,男,"[doge]",
,2023-04-06 17:39:12,4,272917374,某科学的战忽局局长,男,"你是懂笔记的[doge]",
,2023-04-06 17:39:24,1,8306360,丹眼皮,女,"一模一样",
,2023-04-06 17:42:22,1,26015751,一定是草莓味的哟,男,"不愧是你",
,2023-04-06 17:53:19,19,18202105,绵羊料理,女,"？？",
,2023-04-06 17:54:19,0,336436305,东楼昨夜有小风,男,"回复 @绵羊料理 :大师球[星星眼][星星眼]",
,2023-04-06 18:00:16,1,259289302,远野冬治,男,"谢谢你，盯帧",
,2023-04-06 18:00:30,1,259289302,远野冬治,男,"回复 @绵羊料理 :大师球[星星眼]",
,2023-04-06 18:23:06,2,75782444,沫草,保密,"截图免费，删图五百",
,2023-04-06 18:39:15,3,345054264,消失的百味茶,男,"谢谢你，截哥[给心心]",
,2023-04-06 19:59:22,1,281216009,飞天胖猴子,保密,"烤箱放屁了？还是热的？",
,2023-04-06 20:12:35,0,336436305,东楼昨夜有小风,男,"回复 @飞天胖猴子 :你更逆天",
,2023-04-06 23:05:26,0,520371994,丑酒奴儿,保密,"扫地阿姨发现一坨[妙啊]",
0,2023-04-08 18:30:11,4,16290580,WINDSKY136,保密,"把牛奶倒进蛋液那一步大家注意下，牛奶倒进去的时候不能太热，太热会变成蛋花汤，温的就刚好，而且最好慢一点倒[微笑]",
,2023-04-10 19:46:10,0,1393430,真的是亚洲赫哥,男,"先把蛋黄部分打发就可以了",
0,2023-04-06 23:20:23,4,903336,Mr.penis,保密,"是不是每个留学生都会做蛋挞，真的是最简单便宜的甜品了[脱单doge]",
0,2023-04-06 22:40:03,5,15318141,团呀么团团子,女,"我在日本看到了很相似的巨大蛋挞派！酥皮里是满满的卡仕达奶油酱，酥皮表面还有一层焦糖壳，一个这个派要人民币80！贵，但是好好吃",
0,2023-04-07 00:41:30,11,428294540,extraordinary的我,保密,"是因为国外蛋挞都是卡仕达酱内陷，尤其葡萄牙及整个欧洲，欧洲人吃的很顺口，卡仕达香草yyds。而国内大家认知里的葡式蛋挞是港澳改良版的，是淡奶油做成，也吃习惯了，所以会不喜欢卡仕达风味。",
0,2023-04-08 07:31:43,2,1353090,蜡笔晓昕,保密,"我只需要早上八点，就可以见到水果哥本人～不过他这款不是蛋挞额，而是一种Flan…大姨方向错了",
0,2023-04-11 22:27:39,2,42444,汽水飘香,女,"蛋挞浆真的是越复杂就越不好吃，糖 淡奶油 蛋液就够了",
0,2023-04-11 20:39:52,1,11420738,不开心不超人,男,"交个小作业 买的蛋挞皮 买的蛋挞液[doge]",
0,2023-04-08 00:53:00,3,3493125928520204,量子恶魔_啵刚,保密,"好好好👍👍",
0,2023-04-07 19:04:35,2,416472957,青春_回憶錄,男,"是不是有点相似[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭]",
0,2023-04-07 03:38:00,3,3493125928520204,量子恶魔_啵刚,保密,"喜欢你的视频~",
0,2023-04-06 17:38:36,41,552668100,这就叫礼治了吗,女,"圣诞老人[doge] 00:11",
,2023-04-06 19:08:45,1,73496805,晨雾_Lucinda,女,"就跟你混了",
0,2023-04-10 23:29:44,1,2039289602,可话,保密,"呜呜呜深夜看到这个[大哭]泰坦蛋挞入我梦吧[给心心][给心心]",
0,2023-04-06 22:52:05,2,38504722,染柒海,男,"@王二鹅",
0,2023-04-10 21:47:39,2,225302528,渡劫失败从LV9999变成,保密,"感觉不好吃，只是看起来比较震撼而已[OK]",
0,2023-04-10 19:42:21,2,1393430,真的是亚洲赫哥,男,"现在蛋挞皮都是买的。之前在店里手开蛋挞皮，只算叠不算包的要将近一百层，算上包的要两百多层，二十多层当然不可能有好的层次，而且蛋挞皮是清酥类，跟可颂脏脏包不一样，不需要发酵。蛋挞的内馅部分就是蛋味奶味和香草味，网上抄一个靠谱的配方就行，用卡仕达酱做内馅没见过，而且就算要用也可以自己熬，基础酱还是挺简单的，没有奇怪的添加剂。一开始不加奶油烤出来肯定不会漂亮，烤卡仕达酱怎么可能烤出蛋挞馅的表面。。。。。一般烤卡仕达都是作为派馅之类的，跟葡式蛋挞没关系。。。味道也不可能对，原味卡仕达的味道主要就是蛋味，奶味都不明显。。。",
0,2023-04-10 20:38:04,2,628673769,不就是个甜妹,女,"这种巨大食物除了看起来爽还有啥别的意义嘛",
0,2023-04-06 17:49:48,10,328590362,被迫战迫害的老司机,男,"从翻车到出炉在到深渊巨口和一口下去肥羊的笑容?",
,2023-04-06 18:13:49,1,281997603,酱油逗比,保密,"你图多跟你混",
,2023-04-06 23:14:48,1,490506600,少雄前程似锦,男,"每一张图都截得恰到好处[doge]",
0,2023-04-06 18:04:24,11,2108980480,什么也不会的原神萌新,保密,"这就是千万的实力吗？！半个小时……",
0,2023-04-06 23:31:33,5,289880215,Volta_keven,男,"绵羊的剪辑风格刚开始看感觉超级有趣，但是看多了好像有一点点的“累”？感觉有点“刻意感”",
,2023-04-06 23:33:34,0,13226921,-拼凑的断音-,保密,"这期节奏有问题",
,2023-04-07 00:52:00,1,289880215,Volta_keven,男,"回复 @-拼凑的断音- :emm也不是，就是🐑剪辑每次都是拟声词、色号、时间特殊表达、三天三夜等等，每次都是一样的感觉就有一点奇怪",
,2023-04-07 12:46:18,1,255206050,一只小草草,保密,"回复 @Volta_keven :频道特色吧，不过确实看久了就感觉没什么新意，都是视频里面固定的环节，每次试吃环节一大堆形容词我都直接快进",
,2023-04-07 17:56:36,1,470170624,一百层猫爬梯,保密,"回复 @Volta_keven :个人特色吧，不过确实这样没有新鲜感，如果感到观看疲劳实在不行可以过几个月再看[脸红]",
0,2023-04-11 17:08:27,1,486983181,皮活子精,保密,"绵羊姐姐是什么星座哒？",
0,2023-04-07 00:25:00,2,3493125926423329,bili_3493125926423329,保密,"继续加油👍",
0,2023-04-06 23:34:33,5,72530765,麻烦的包子,保密,"求绵羊出个大号老婆饼，里面有没有老婆无所谓，一定要大",
,2023-04-06 23:37:37,0,20801073,吉良吉影的打工日常,女,"你是懂老婆的哈哈哈哈哈哈哈哈哈",
0,2023-04-06 20:38:05,3,1504558540,椰-克,保密,"大姨能做麦芽糖吗[脱单doge][脱单doge]",
0,2023-04-06 17:43:22,21,1437668090,世衣yoi,保密,"1.混合鸡蛋玉米淀粉淡奶油黄油白砂糖和盐
打发成这样
2.煮牛奶和香草籽直到冒泡
3.把牛奶缓缓倒入蛋液里
4.过滤，煮沸后加黄油搅拌至浓稠细腻
5.做蛋...",
,2023-04-06 17:43:54,0,667789207,邪恶退散-正义必胜,保密,"快谢谢课代表[给心心][给心心]",
,2023-04-06 17:46:10,0,1437668090,世衣yoi,保密,"回复 @邪恶退散-正义必胜 :我这么敷衍也配当课代表吗[tv_笑哭]",
,2023-04-06 17:46:55,0,667789207,邪恶退散-正义必胜,保密,"总比我没做过笔记好",
,2023-04-06 17:47:44,0,1437668090,世衣yoi,保密,"回复 @7L_X :开始看就写了[tv_笑哭]",
,2023-04-06 17:48:18,1,53066246,言可旸,保密,"其实成功的那次配方都换掉了，课代表记错笔记了",
0,2023-04-07 18:41:22,3,91359476,浮生一醉断清风,男,"白嫖过一次，也加酵母（虽然不理解蛋挞皮为什么加酵母，可能是大佬配方独特）然后和UP主第一次做的一模一样，不理解，然后就放弃了",
0,2023-04-07 12:49:03,4,455349932,于布愚,男,"[微笑] 这个让我看到了商机，这就去把视频发给我表姐，让她能不能把大蛋挞做出来，考虑下成本值得一试就放到店里当招牌甜品卖，我姐是自己开的甜品面包店",
,2023-04-07 13:05:37,1,411867057,以缄默回应,女,"可以是可以，但是感觉成本很高太贵了可能大家不一定会买（没看过视频第一次看这种巨型蛋挞",
,2023-04-07 17:43:50,0,244760991,晨凫猫,保密,"感觉一般去蛋糕店如果看到不会买的欸，应该得定做的那种才卖得好，以这个为营销点的话我可能真会去试试看[鼓掌]",
0,2023-04-08 09:38:00,3,3493116938029084,原子少年_德安,保密,"一位点赞的靓仔路过",
0,2023-04-06 20:46:53,8,1309972104,扎不好丸子头的屑,女,"嗯。。。。确实吃到了，不过头比嘴先
因为手拿着有点烫，因为旁边没桌子，就先放地下了，带好手套来拿的时候蹲下来，不知道我哪里抽筋了，脚一滑，头掉了进去[OK]",
,2023-04-06 20:48:26,1,660886415,桑锦Aurora_,女,"你的头还好嘛[脱单doge][脱单doge]",
,2023-04-06 20:48:34,1,19305285,格拉星人,保密,"[笑哭][笑哭][笑哭]好惨啊",
,2023-04-06 20:49:55,1,1024441352,谁要cos萝莉,保密,"人没 事就好[doge]",
0,2023-04-09 12:26:48,2,182632652,青雨TUT,保密,"绵羊大姨生日快乐[兔年]括弧 从郭雨视频来的[doge]",
0,2023-04-07 20:41:05,3,457241869,花与羽,保密,"我做蛋挞，拿出刚买的蛋挞皮，倒入刚买的蛋挞液，放进刚买的烤箱[tv_坏笑]
这样，我“亲手”做的蛋挞就好啦",
0,2023-04-09 12:38:40,2,22049222,璃洛Yui_,女,"虽然很爽但是这个份量得腻死[笑哭]直接能让人吃伤吧",
0,2023-04-06 22:03:58,2,384177068,Levius97,保密,"绵羊还是不化妆好看[脱单doge]",
0,2023-04-07 13:03:32,3,1236895126,可口的百事可乐儿,保密,"我做蛋挞内心就是按照鸡蛋羹的方法做的，无非是把水换成奶加了糖罢了[微笑]只需要250g牛奶40g糖2个鸡蛋混合在一起，然后过滤就好[微笑]这些量刚好能做十个正常大小的蛋挞，也可以等比例的做出其他量的[脱单doge]",
0,2023-04-08 15:29:44,2,1236771587,king-eric-yan_闫王,男,"感觉好像是鸡蛋糕加糖，面皮做碗[doge]",
0,2023-04-08 14:22:32,2,631031604,是真眼喔,保密,"小时候吃了800包德芙,我妈把我从16楼
扔下去,笑死,我一路顺滑到底,根本死
不了。
小时候吃了两箱士力架,我妈把我锁地下
室两年,笑死,根本不饿。
小时候偷玩真传奇,我妈罚我一年没有零
花钱,笑死,根本不缺钱。
小时候一次吃了10盒炫迈,我妈罚我跑几
百公里,笑死,根本停不下来。
小时候偷吃100支夏日奇兵,我妈罚我站
在太阳底下暴晒2个月,笑死,太阳都给
冻住。
小时候偷穿了我爷爷的足力健,被我爷爷
追着打了三天三夜还在跑,笑死,根本不
累。
小时候偷用我爹的万通筋骨贴,我爹用机
枪扫了我一小时,笑死,根本不疼。
给我点赞,我要上秀才[暗中观察]",
0,2023-04-08 17:18:50,2,204713067,黯香浮动月黄昏,保密,"双击我头像有惊喜[小柔Channel_保密][小柔Channel_赫赫]",
,2023-04-09 11:36:48,1,509668536,讨厌别人陪着我,女,"哇塞，怎么搞的",
,2023-04-09 11:40:39,0,204713067,黯香浮动月黄昏,保密,"回复 @讨厌别人陪着我 :数字藏品[妙啊]",
0,2023-04-06 21:43:41,4,52853196,顿觉尘心变,女,"不记得第几次晚饭刷不到，临睡前刷到大姨的视频了[喜极而泣]",
,2023-04-06 21:44:07,0,1103179399,朱穆卓玛,保密,"俺也一样",
0,2023-04-06 23:59:47,2,239886816,一个人看海同样浪漫,女,"5555 小🐑太可爱啦！ 我直接一键三连！",
0,2023-04-06 17:56:45,4,1655075672,Y-云朵青鸟-Y-YDQN,女,"刚放学回来就看到了大姨的视频[星星眼][星星眼][星星眼]",
,2023-04-06 18:01:37,0,43882929,可子红酒,保密,"我也是，新鲜出炉的视频香香的[脱单doge]",
0,2023-04-06 23:16:58,2,474571190,聪明莫甘娜,女,"双击头像有动画[暹罗猫小豆泥_单纯]",
0,2023-04-06 17:30:59,15,454172929,我不知道该取个啥名好,保密,"虽然但是，这念蛋挞，第四声，压根就没有第三声的读法[请吃红小豆吧！_睡觉]",
,2023-04-06 17:36:19,1,497970092,春光撞上南墙,保密,"对，然后两个四声日常第二个字会念轻声，结果念来念去就变成3声了[笑哭]",
,2023-04-06 17:38:44,0,183587582,玖念想,男,"不管[傲娇]",
,2023-04-06 17:39:22,4,13148499,hanser的签约观众,男,"挞字是音译来的，所以其实直接读tart才是最标准的。
语言是持续发展的交流工具，可以预见这种常见错误读法最终成为正确读法的趋向",
,2023-04-06 17:40:35,16,94476,黑黝黝的书页,男,"没事，只要大家坚持这么念，十年之后新华字典就会加上这个音的[doge]",
,2023-04-06 17:40:41,0,685934,秋秋saoest,男,"不顺口，让新华字典改了！[妙啊]",
,2023-04-06 17:40:54,0,83538790,你厉害了了吧,男,"但是平时压根没人念第四声[doge]",
,2023-04-06 20:20:06,2,6930974,夕颜_YUU,女,"没事反正我们平时都是用粤语说的[doge]",
,2023-04-06 20:40:03,0,471489230,小东木子,保密,"字典会改",
,2023-04-07 17:57:49,0,470170624,一百层猫爬梯,保密,"没事字典会改[脱单doge]",
0,2023-04-06 19:34:15,4,107431611,皇上不着急,男,"都怪我多看了一眼，这蛋挞就要爆炸了",
0,2023-04-09 13:35:45,0,1743344402,是星际呀STAR,男,"00:45 666",
0,2023-04-06 19:34:15,4,107431611,皇上不着急,男,"都怪我多看了一眼，这蛋挞就要爆炸了",
0,2023-04-09 13:35:45,0,1743344402,是星际呀STAR,男,"00:45 666",
0,2023-04-06 17:31:08,6,30288796,缺喵不缺钙,女,"耶耶耶，这么大的蛋挞！[吃瓜][吃瓜][吃瓜]喂我",
0,2023-04-08 22:53:01,1,510957394,优雅の可悦君,保密,"给我个面子，做我的儿子吧[doge]",
0,2023-04-06 22:01:18,2,630511575,亓____,保密,"@Cherry_小羊 @沉潜的31行星",
0,2023-04-06 17:30:56,2,1173290226,hihi阿晴陪你熬夜丶,保密,"大姨~~",
0,2023-04-06 18:25:36,5,38597479,--Champ--,男,"绵羊姐姐🐑🐑🐑有考虑出一本书吗？记录以往的所有食谱，配上可可爱爱的图片，就叫《羊厂食遇记》，出必买好吧。[给心心][给心心]",
0,2023-04-07 11:20:12,2,1897333,一发卡,保密,"没有皮一起吃蛋挞不好吃，所以还是小小的好吃。",
0,2023-04-09 15:02:49,1,1348872167,生于1999年的西子,男,"过程内容学习：
介绍→试吃→形容→
源头→配方→制作过程
→精致→失败→改造→
成功→注意事项→提高作品
→特写→人设→描绘→
劳逸结合→祝福",
0,2023-04-06 17:52:31,2,1156373461,千里ax,男,"[喜欢]隔着屏幕口水流出来了",
0,2023-04-06 18:04:13,4,1647632178,不关注我就别回复我了,保密,"[脱单doge]",
0,2023-04-06 17:40:17,4,451502379,铭-碎遮,保密,"没有叠词，爷青结",
,2023-04-06 17:41:26,0,451502379,铭-碎遮,保密,"哦哦不对对，没有叠词词，不能恶心心~[doge]",
0,2023-04-07 21:30:42,2,385030197,新明秀,男,"大姨[tv_笑哭]你模仿做龙虾汤冻的那家乔尔卢布松餐厅倒闭了[tv_难过][tv_难过][tv_难过][tv_难过]",
0,2023-04-07 19:49:08,1,431821599,怎么还没饱,保密,"20年的时候就做过大蛋挞[脱单doge][脱单doge][脱单doge]",
0,2023-04-06 21:16:21,1,439222353,fan胎仙骨,保密,"[微笑]",
0,2023-04-06 17:31:49,2,3461570556332406,听我说小狗院长,保密,"来太早了还以为我没开弹幕",
0,2023-04-06 18:01:06,6,500913869,温秋尾,保密,"面皮做法：听说我和之前的蝴蝶酥很像[吃瓜][吃瓜]",
0,2023-04-07 04:42:25,2,46093880,你也有disc吗,男,"这个不是蛋挞，在西班牙叫 fran parisien，馅是像布丁一样的卡仕达酱，和蛋挞其实没啥关系[笑哭]",
,2023-04-07 12:09:47,0,287734203,沙雕巾巾,保密,"up",
0,2023-04-06 17:40:57,3,87380649,池骋不是池聘,保密,"好像有点像巴斯克蛋糕诶[Luca_可疑]",
0,2023-04-06 18:06:06,5,290733148,眰-1恦,保密,"我大抵是病了，高低写不出一句满意的话",
0,2023-04-07 14:56:03,2,22012254,啊嘞啊嘞阿琪,保密,"我大抵是病了，高低写不出一句满意的话",
0,2023-04-06 17:55:47,4,295312945,活泼小恐龙,保密,"感觉一般观众最有可能做出来的一期怎么感觉反而没以前教的详细呢[doge]",
0,2023-04-06 18:51:11,3,502524648,椒盐蛙腿,保密,"那么……那个模具在哪里能买到，已经跃跃欲试了！[星星眼]",
0,2023-04-07 10:51:18,2,251868562,motorola摩托罗拉,保密,"来晚了，还能有吗[大哭][大哭][大哭][大哭]",
0,2023-04-06 18:24:33,3,1894460695,Sonya的玛丽猫,女,"绵羊~你什么时候去江边的 我前几天也去了 可以带带你哦[脱单doge]",
0,2023-04-06 20:12:26,2,37885022,baka橙子,保密,"每次疯狂星期四八个蛋挞吃到第三个就腻了",
0,2023-04-06 19:44:26,3,79667487,GentleL1,保密,"整个复刻太高估我了，不过内陷用来做小蛋挞还是可以试试的[脱单doge]",
0,2023-04-06 17:56:16,2,18357605,梅西不是小偷,男,"我一直好奇，蛋挞皮焦黑了还能吃吗？
大概就是视频开头的焦黑程度。",
0,2023-04-06 17:51:20,4,347444606,12A梦,男,"why啥别人的配方翻车的点这么多[热]",
,2023-04-06 17:55:19,1,9575607,神一般的八腹肌男子,男,"哪怕是气候不一样都有可能影响成品，更别说每个材料的质量都不一样",
0,2023-04-06 17:35:01,3,526863753,琦叽,女,"这个是蛋蛋蛋蛋蛋蛋蛋蛋蛋蛋挞挞",
0,2023-04-06 20:02:24,4,47807201,da_兔,保密,"从发型判断[思考][思考]，这是去洗浴中心前拍的视频[doge][doge]",
0,2023-04-06 21:25:36,2,508228605,风吟枪啸R,男,"小知识：蛋挞（ta读第四声）",
0,2023-04-06 19:58:02,2,438309842,花生芝麻酥,男,"大姨这做饭跟做实验似的啊[喜极而泣]",
0,2023-04-06 17:31:18,2,158343925,-袋装猫-,男,"能在肯德基疯狂星期四买到吗[星星眼]",
0,2023-04-07 21:16:00,2,1027395678,堂主の忠犬,男,"下辈子一定要给女朋友做个[脱单doge]",
,2023-04-07 21:16:25,0,1027395678,堂主の忠犬,男,"别问我为什么下辈子，因为这辈子暂时没有[脱单doge]",
0,2023-04-06 19:38:35,3,591898976,子瑜海媛秋天的狗,保密,"尼玛 刚吃完淡得没味的意大利面就刷到大姨的蛋挞[OK]",
0,2023-04-06 21:08:46,1,3493074632182420,京尤吉吉,保密,"[脱单doge]",
0,2023-04-06 18:35:26,3,5648880,明月______,保密,"硬币每期都给，作业休想我交，
做法看完就忘，厨艺长存心中[脱单doge]",
,2023-04-06 18:52:25,0,1278652636,傻小蛙w,保密,"能不能请教一下绵羊球是怎么整的？谢谢!！",
,2023-04-06 19:35:51,0,5648880,明月______,保密,"回复 @傻小蛙w : 以前好像是给同一个UP投多少硬币就能获得了，现在没了吧",
0,2023-04-06 21:53:27,2,1622240944,十方百晓,保密,"这么点运动量，达不到收支平衡啊[脱单doge][脱单doge]",
0,2023-04-06 21:21:03,2,2067321024,寻找高斯的暴风战斧,保密,"某team多向我们大姨学学[脱单doge]",
0,2023-04-06 17:41:57,2,362732659,Nickelin,男,"每期我都三连，我真的爱这个女人。娶回家她一顿饭不做都行，我就是喜欢她这个人！",
0,2023-04-06 23:01:35,2,1423126306,端是天上谪仙人,男,"虽然但是，我还是想提醒一下，蛋挞的挞是四声",
,2023-04-07 12:31:04,0,2064447309,瑜谋空烈,保密,"无所谓吧，反正都是音译",
0,2023-04-06 18:38:37,2,454798830,星星永遠陪伴你,保密,"来的早，大家可以顺手双只因我的头像吗，谢谢喵[热词系列_可以]",
0,2023-04-06 17:45:33,2,672848897,Cuber-Duyu,男,"我靠，刚到家，就能看到绵羊姐姐的视频真的太幸福了！",
0,2023-04-06 17:44:11,2,1424415600,weiz74575566544,男,"这么大，不炫在粉丝那也太自私了[doge]",
0,2023-04-06 17:31:34,4,12976457,不长心眼净长肉,男,"吃过吧，不过是图片仅供参考版本[傲娇][傲娇]",
0,2023-04-06 18:12:08,1,383921781,命运的游子,保密,"生日这天，绵羊更了视频，开心[呲牙]",
,2023-04-06 18:13:31,2,18202105,绵羊料理,女,"祝你生日快乐！",
,2023-04-07 10:20:45,0,383921781,命运的游子,保密,"回复 @绵羊料理 :谢谢[呲牙]",
0,2023-04-06 17:37:32,2,3493093330389856,老龚----,保密,"这蛋挞也太大了点吧[tv_doge][tv_doge]这一个能吃两三顿了吧",
0,2023-04-06 18:22:03,2,3170581,亿热,男,"这么大的蛋挞，我们叫他蛋糕怎么样[doge]",
0,2023-04-12 06:37:55,1,5316529,想吃猫的可乐是好番茄,女,"没活了？视频同质化越来越严重了[藏狐]",
0,2023-04-06 21:08:46,1,3493074632182420,京尤吉吉,保密,"[脱单doge]",
0,2023-04-06 17:49:54,2,499365515,由五柳,保密,"想看大姨做个饮品，养养胃暖暖心[蛆音娘_滑稽][蛆音娘_滑稽]",
0,2023-04-06 17:30:53,2,1378537843,那就祝我高考顺利,保密,"蛋挞脑袋可待不住喽[星星眼][星星眼][星星眼]",
0,2023-04-06 17:42:18,2,397313453,麦火柴的熊,男,"咋还住院了呢？？？绵羊注意身体啊[拥抱]",
0,2023-04-06 17:44:34,2,13428098,_流-觞_,保密,"这个视频告诉我们，白嫖才能变得不一样。",
0,2023-04-11 20:54:14,0,669862570,煜渊,保密,"up主考虑接一次性商演吗，很简单就是出席一场不大的宴会，然后穿着白色的衣服上台露一次脸说一个 我愿意就可以了[脱单doge]",
0,2023-04-12 04:45:36,0,4506496,十五夜观灯,女,"半夜很想吃破店蹄髈，大姨能不能复刻福州破店的蹄髈[大哭]",
0,2023-04-06 17:39:59,2,14075464,影之侍,男,"大姨的脸好小！[doge]",
0,2023-04-06 17:41:42,2,37867503,菅牧暉,保密,"坏了，大姨的笑容怎么越看越像暴雷炒饭的招牌微笑了",
0,2023-04-06 17:32:39,2,1534032191,温柔贈佳人,保密,"我看了看手中的肯德基蛋挞，瞬间感觉不香了[笑哭]",
0,2023-04-06 19:17:58,2,551309991,Loveaholic,女,"大姨看起来更健康更可爱了呢[给心心]",
0,2023-04-06 17:32:10,2,93655875,星之花海,女,"wow[星星眼]这个蛋挞也太诱人了吧，炫炫炫～",
0,2023-04-06 23:06:48,3,71363274,Audr_anne,女,"我做小蛋挞底儿都是软的不脆，别说这么大的，而且芯儿熟了表面还不怎么糊，也太难了",
0,2023-04-06 17:34:10,5,355157768,民俗永恒,女,"大姨的菜品越来越亲民了[doge]",
0,2023-04-06 17:52:56,2,183397683,TeaXanadu,男,"起飞起飞！从未如此美妙的开局～
今朝有酒今朝醉，后头稀碎无所谓！",
0,2023-04-06 17:36:38,2,519446476,bili_84389875348,保密,"大姨为啥这次是在饭点发的？是因为怕我又要停止减肥了吗[脱单doge][脱单doge][脱单doge]",
0,2023-04-12 10:55:56,0,322235756,我方打野在此,男,"我发现大姨这个发型真的很好看哎[给心心]",
0,2023-04-06 21:15:05,2,35502057,一个蜜桃罐头,女,"我吃过这个好好吃哈哈哈哈哈哈哈哈哈",
0,2023-04-06 19:39:57,2,3098128,forever18,男,"有没有人关心大姨这一波要胖几斤[doge]",
,2023-04-06 19:42:34,0,1311587859,元氮,女,"大姨一点也不胖好吗？[脱单doge]",
0,2023-04-06 17:31:27,2,4061245,YuchenTV,保密,"那么大还能弄凝固是我没想到的[OK]",
0,2023-04-12 10:01:56,0,1554719092,或萌或雅,女,"事实证明了，太久不吃真的会塌[捂眼]",
0,2023-04-06 17:31:20,2,357201223,bilbil没会员,保密,"如果蛋挞中间加上芝士还能拉丝[doge][doge][doge]",
,2023-04-06 18:02:39,0,43882929,可子红酒,保密,"芝士爱好者狂喜",
0,2023-04-06 17:38:34,2,1733823150,枣庄美味辣子鸡,保密,"于我而言，你呢就是蛋糕刚出炉的香喷喷蛋挞刚烤好的金灿灿，随手撷取几缕甜蜜把信封塞得满满连同喜欢一起寄给你[微笑][微笑]",
0,2023-04-11 17:19:30,0,9192373,莉香_ya,女,"绵羊的特点: 大",
0,2023-04-06 17:32:00,1,215800,让我猜猜康,保密,"你是故意的还是不小心的？",
0,2023-04-11 06:34:52,0,480437204,种花家的Alpha兔子,保密,"只喜欢馅儿 可以直接烤馅吗
？",
0,2023-04-12 03:38:19,0,329457173,小闲的家,女,"关于我第一眼把棉羊料理看成组组老师这件事",
